Point{x=3975, y=745}
Point{x=2095, y=2283}
Point{x=2283, y=2336}
Point{x=4106, y=492}
Point{x=2812, y=2537}
Point{x=515, y=838}
Point{x=3634, y=926}
Point{x=2469, y=2363}
Point{x=892, y=689}
Point{x=663, y=973}
Point{x=2876, y=2466}
Point{x=4136, y=669}
Point{x=2457, y=2609}
Point{x=4144, y=665}
Point{x=4254, y=821}
Point{x=2173, y=2730}
Point{x=603, y=854}
Point{x=2492, y=2413}
Point{x=684, y=1006}
Point{x=818, y=455}
Point{x=4152, y=1030}
Point{x=1029, y=709}
Point{x=2366, y=2271}
Point{x=2627, y=2249}
Point{x=2520, y=2081}
Point{x=855, y=729}
Point{x=2432, y=2448}
Point{x=923, y=1024}
Point{x=2715, y=2537}
Point{x=626, y=955}
Point{x=954, y=855}
Point{x=636, y=677}
Point{x=1953, y=2496}
Point{x=808, y=1163}
Point{x=3810, y=987}
Point{x=4228, y=808}
Point{x=3905, y=555}
Point{x=3897, y=1038}
Point{x=3876, y=581}
Point{x=4167, y=788}
Point{x=4010, y=1028}
Point{x=2504, y=2561}
Point{x=2551, y=2208}
Point{x=2212, y=2052}
Point{x=2770, y=2369}
Point{x=2057, y=2282}
Point{x=1026, y=931}
Point{x=2348, y=2679}
Point{x=4000, y=479}
Point{x=2049, y=2549}
Point{x=1912, y=2417}
Point{x=2570, y=2457}
Point{x=873, y=795}
Point{x=2075, y=2237}
Point{x=1955, y=2419}
Point{x=603, y=655}
Point{x=978, y=632}
Point{x=2099, y=2483}
Point{x=935, y=644}
Point{x=4118, y=565}
Point{x=4101, y=801}
Point{x=2900, y=2483}
Point{x=1113, y=876}
Point{x=3653, y=951}
Point{x=2044, y=2289}
Point{x=2458, y=2269}
Point{x=937, y=576}
Point{x=996, y=662}
Point{x=2029, y=2321}
Point{x=3923, y=534}
Point{x=714, y=741}
Point{x=2431, y=2379}
Point{x=1910, y=2492}
Point{x=2719, y=2244}
Point{x=2794, y=2231}
Point{x=4226, y=665}
Point{x=4371, y=698}
Point{x=4107, y=1096}
Point{x=4160, y=970}
Point{x=4277, y=961}
Point{x=2342, y=1980}
Point{x=1016, y=690}
Point{x=950, y=590}
Point{x=663, y=804}
Point{x=3978, y=670}
Point{x=2537, y=2684}
Point{x=2473, y=2379}
Point{x=4104, y=667}
Point{x=3987, y=404}
Point{x=861, y=591}
Point{x=686, y=530}
Point{x=3719, y=616}
Point{x=794, y=1113}
Point{x=2201, y=2113}
Point{x=2415, y=2556}
Point{x=567, y=963}
Point{x=3980, y=497}
Point{x=2106, y=2359}
Point{x=996, y=980}
Point{x=2410, y=2375}
Point{x=2067, y=2210}
Point{x=913, y=534}
Point{x=2429, y=2803}
Point{x=2113, y=2682}
Point{x=2412, y=2552}
Point{x=952, y=981}
Point{x=2953, y=2415}
Point{x=3997, y=459}
Point{x=4071, y=460}
Point{x=3845, y=991}
Point{x=3970, y=334}
Point{x=4038, y=840}
Point{x=2398, y=2564}
Point{x=2613, y=2427}
Point{x=886, y=519}
Point{x=4027, y=929}
Point{x=919, y=602}
Point{x=4047, y=935}
Point{x=2344, y=2553}
Point{x=3927, y=849}
Point{x=842, y=929}
Point{x=1070, y=756}
Point{x=769, y=1049}
Point{x=2496, y=2419}
Point{x=771, y=937}
Point{x=3872, y=515}
Point{x=2240, y=2754}
Point{x=2656, y=2544}
Point{x=722, y=1064}
Point{x=3813, y=649}
Point{x=2464, y=2218}
Point{x=4233, y=682}
Point{x=4069, y=989}
Point{x=3701, y=970}
Point{x=3970, y=711}
Point{x=2188, y=2590}
Point{x=4192, y=918}
Point{x=3863, y=1029}
Point{x=816, y=692}
Point{x=2122, y=2369}
Point{x=2329, y=2045}
Point{x=2429, y=2736}
Point{x=2756, y=2460}
Point{x=3754, y=573}
Point{x=2305, y=2041}
Point{x=3906, y=1124}
Point{x=1024, y=754}
Point{x=4010, y=569}
Point{x=742, y=498}
Point{x=809, y=540}
Point{x=632, y=827}
Point{x=2578, y=2621}
Point{x=4217, y=1056}
Point{x=909, y=738}
Point{x=624, y=826}
Point{x=765, y=1161}
Point{x=4097, y=482}
Point{x=1855, y=2353}
Point{x=732, y=887}
Point{x=4307, y=974}
Point{x=3968, y=1092}
Point{x=4200, y=552}
Point{x=3839, y=704}
Point{x=2487, y=2376}
Point{x=699, y=785}
Point{x=2377, y=2334}
Point{x=2445, y=2163}
Point{x=555, y=652}
Point{x=4260, y=735}
Point{x=807, y=1059}
Point{x=3758, y=664}
Point{x=3896, y=939}
Point{x=4015, y=776}
Point{x=2458, y=2793}
Point{x=2358, y=1897}
Point{x=914, y=829}
Point{x=3745, y=649}
Point{x=3917, y=580}
Point{x=3914, y=1040}
Point{x=652, y=800}
Point{x=3903, y=754}
Point{x=2419, y=2476}
Point{x=4023, y=1028}
Point{x=2535, y=2254}
Point{x=2825, y=2312}
Point{x=796, y=734}
Point{x=3979, y=323}
Point{x=935, y=717}
Point{x=950, y=900}
Point{x=3974, y=887}
Point{x=2150, y=2706}
Point{x=3616, y=796}
Point{x=2345, y=2731}
Point{x=2848, y=2332}
Point{x=2825, y=2355}
Point{x=2058, y=2537}
Point{x=2494, y=2544}
Point{x=2668, y=2373}
Point{x=1114, y=761}
Point{x=743, y=771}
Point{x=805, y=760}
Point{x=888, y=629}
Point{x=2793, y=2346}
Point{x=2461, y=2647}
Point{x=979, y=588}
Point{x=2329, y=2169}
Point{x=1030, y=921}
Point{x=3893, y=869}
Point{x=3722, y=814}
Point{x=472, y=774}
Point{x=985, y=756}
Point{x=990, y=780}
Point{x=2482, y=2823}
Point{x=914, y=878}
Point{x=715, y=993}
Point{x=4262, y=649}
Point{x=918, y=560}
Point{x=1970, y=2481}
Point{x=2691, y=2450}
Point{x=4035, y=1011}
Point{x=1889, y=2328}
Point{x=692, y=961}
Point{x=828, y=712}
Point{x=883, y=1100}
Point{x=2578, y=2342}
Point{x=3884, y=953}
Point{x=2944, y=2408}
Point{x=2587, y=2061}
Point{x=2293, y=1990}
Point{x=2148, y=2601}
Point{x=3772, y=811}
Point{x=3948, y=1232}
Point{x=2397, y=1811}
Point{x=3681, y=786}
Point{x=846, y=868}
Point{x=2438, y=2755}
Point{x=870, y=758}
Point{x=2067, y=2580}
Point{x=2634, y=2171}
Point{x=2220, y=2107}
Point{x=2578, y=2697}
Point{x=3725, y=1023}
Point{x=877, y=760}
Point{x=2443, y=2476}
Point{x=4420, y=728}
Point{x=2305, y=2763}
Point{x=2205, y=2125}
Point{x=2612, y=2470}
Point{x=2405, y=2574}
Point{x=965, y=654}
Point{x=1949, y=2296}
Point{x=2058, y=2599}
Point{x=670, y=854}
Point{x=3981, y=707}
Point{x=4295, y=660}
Point{x=625, y=759}
Point{x=669, y=934}
Point{x=2166, y=2351}
Point{x=4197, y=882}
Point{x=970, y=736}
Point{x=2463, y=2064}
Point{x=2638, y=2563}
Point{x=4099, y=1181}
Point{x=2870, y=2274}
Point{x=2173, y=2192}
Point{x=2673, y=2084}
Point{x=521, y=889}
Point{x=1848, y=2431}
Point{x=783, y=1077}
Point{x=912, y=521}
Point{x=2107, y=2126}
Point{x=898, y=772}
Point{x=1006, y=916}
Point{x=643, y=990}
Point{x=2507, y=2876}
Point{x=4194, y=738}
Point{x=3693, y=777}
Point{x=905, y=888}
Point{x=3932, y=1125}
Point{x=2207, y=2296}
Point{x=2857, y=2259}
Point{x=749, y=709}
Point{x=2302, y=2469}
Point{x=2523, y=2405}
Point{x=3981, y=722}
Point{x=1142, y=843}
Point{x=2356, y=2459}
Point{x=2091, y=2533}
Point{x=4209, y=653}
Point{x=2451, y=2740}
Point{x=938, y=823}
Point{x=678, y=976}
Point{x=573, y=688}
Point{x=2521, y=2659}
Point{x=866, y=1060}
Point{x=2164, y=2183}
Point{x=692, y=717}
Point{x=4237, y=875}
Point{x=2386, y=2431}
Point{x=3861, y=1040}
Point{x=3864, y=694}
Point{x=861, y=590}
Point{x=3606, y=825}
Point{x=3974, y=567}
Point{x=2912, y=2447}
Point{x=2174, y=2107}
Point{x=902, y=598}
Point{x=4293, y=867}
Point{x=953, y=913}
Point{x=1015, y=975}
Point{x=942, y=680}
Point{x=4326, y=922}
Point{x=2546, y=2570}
Point{x=4029, y=1159}
Point{x=2378, y=2301}
Point{x=632, y=874}
Point{x=4285, y=729}
Point{x=2809, y=2256}
Point{x=4083, y=1094}
Point{x=2380, y=2660}
Point{x=2851, y=2262}
Point{x=1947, y=2392}
Point{x=2443, y=2152}
Point{x=3694, y=758}
Point{x=993, y=795}
Point{x=3983, y=862}
Point{x=3532, y=797}
Point{x=895, y=975}
Point{x=3540, y=781}
Point{x=4129, y=524}
Point{x=4109, y=565}
Point{x=3607, y=790}
Point{x=4165, y=1074}
Point{x=4096, y=990}
Point{x=1910, y=2415}
Point{x=2099, y=2688}
Point{x=928, y=972}
Point{x=3717, y=974}
Point{x=2150, y=2656}
Point{x=2841, y=2516}
Point{x=634, y=789}
Point{x=3970, y=520}
Point{x=976, y=739}
Point{x=3794, y=822}
Point{x=2247, y=2024}
Point{x=2485, y=2692}
Point{x=2268, y=2858}
Point{x=984, y=807}
Point{x=4072, y=1219}
Point{x=1031, y=759}
Point{x=681, y=545}
Point{x=2464, y=2847}
Point{x=2285, y=2283}
Point{x=2246, y=2577}
Point{x=886, y=1049}
Point{x=3824, y=774}
Point{x=3617, y=848}
Point{x=4104, y=709}
Point{x=521, y=884}
Point{x=3973, y=1235}
Point{x=2115, y=2150}
Point{x=1945, y=2501}
Point{x=2026, y=2462}
Point{x=2541, y=2274}
Point{x=3667, y=683}
Point{x=694, y=801}
Point{x=3837, y=472}
Point{x=2398, y=2552}
Point{x=4160, y=910}
Point{x=2156, y=2234}
Point{x=4301, y=806}
Point{x=3882, y=531}
Point{x=2250, y=2044}
Point{x=752, y=682}
Point{x=2501, y=2053}
Point{x=3571, y=792}
Point{x=2809, y=2333}
Point{x=2719, y=2594}
Point{x=2067, y=2197}
Point{x=1082, y=778}
Point{x=3950, y=505}
Point{x=816, y=1031}
Point{x=4000, y=839}
Point{x=2800, y=2411}
Point{x=590, y=647}
Point{x=768, y=485}
Point{x=527, y=852}
Point{x=2696, y=2147}
Point{x=3840, y=483}
Point{x=4143, y=1109}
Point{x=4294, y=970}
Point{x=4201, y=530}
Point{x=2027, y=2261}
Point{x=762, y=1005}
Point{x=2704, y=2327}
Point{x=922, y=550}
Point{x=2369, y=2529}
Point{x=3963, y=1142}
Point{x=2211, y=2448}
Point{x=4125, y=1157}
Point{x=639, y=861}
Point{x=3852, y=965}
Point{x=2802, y=2385}
Point{x=896, y=816}
Point{x=753, y=738}
Point{x=786, y=1120}
Point{x=2539, y=2350}
Point{x=3617, y=719}
Point{x=2343, y=2691}
Point{x=975, y=869}
Point{x=4224, y=545}
Point{x=2324, y=2085}
Point{x=3846, y=647}
Point{x=2740, y=2614}
Point{x=2287, y=2756}
Point{x=4287, y=993}
Point{x=2401, y=2825}
Point{x=2204, y=2453}
Point{x=811, y=650}
Point{x=4022, y=1106}
Point{x=2242, y=2066}
Point{x=2937, y=2453}
Point{x=4121, y=633}
Point{x=2104, y=2130}
Point{x=3960, y=463}
Point{x=810, y=542}
Point{x=3888, y=727}
Point{x=3993, y=310}
Point{x=4336, y=905}
Point{x=870, y=848}
Point{x=2184, y=2430}
Point{x=945, y=1002}
Point{x=2788, y=2288}
Point{x=3957, y=592}
Point{x=2266, y=2384}
Point{x=2910, y=2448}
Point{x=3975, y=1155}
Point{x=2764, y=2480}
Point{x=2791, y=2366}
Point{x=2583, y=2612}
Point{x=3930, y=887}
Point{x=583, y=923}
Point{x=2367, y=2578}
Point{x=2840, y=2381}
Point{x=519, y=849}
Point{x=2646, y=2244}
Point{x=654, y=667}
Point{x=765, y=856}
Point{x=2417, y=2519}
Point{x=431, y=792}
Point{x=4249, y=576}
Point{x=4071, y=1147}
Point{x=2724, y=2666}
Point{x=2089, y=2467}
Point{x=2721, y=2562}
Point{x=737, y=898}
Point{x=798, y=793}
Point{x=2607, y=2258}
Point{x=1050, y=799}
Point{x=4394, y=825}
Point{x=612, y=717}
Point{x=2815, y=2308}
Point{x=2455, y=2806}
Point{x=499, y=717}
Point{x=530, y=681}
Point{x=2446, y=1871}
Point{x=2454, y=2372}
Point{x=4182, y=841}
Point{x=4287, y=706}
Point{x=3924, y=914}
Point{x=3962, y=902}
Point{x=2455, y=2476}
Point{x=749, y=802}
Point{x=3847, y=454}
Point{x=779, y=702}
Point{x=3966, y=773}
Point{x=2156, y=2108}
Point{x=4282, y=875}
Point{x=3701, y=813}
Point{x=4372, y=762}
Point{x=3919, y=532}
Point{x=2302, y=2135}
Point{x=739, y=691}
Point{x=720, y=748}
Point{x=2803, y=2307}
Point{x=4051, y=647}
Point{x=867, y=709}
Point{x=4308, y=638}
Point{x=4239, y=697}
Point{x=4115, y=493}
Point{x=764, y=726}
Point{x=3738, y=611}
Point{x=850, y=1073}
Point{x=3747, y=926}
Point{x=4035, y=1065}
Point{x=2125, y=2689}
Point{x=3855, y=595}
Point{x=610, y=748}
Point{x=3670, y=802}
Point{x=4274, y=901}
Point{x=2321, y=2166}
Point{x=2469, y=2789}
Point{x=4019, y=395}
Point{x=4081, y=1070}
Point{x=2618, y=2630}
Point{x=2700, y=2401}
Point{x=2604, y=2411}
Point{x=2091, y=2478}
Point{x=2213, y=2261}
Point{x=2341, y=2492}
Point{x=3929, y=930}
Point{x=2745, y=2349}
Point{x=749, y=1052}
Point{x=3954, y=632}
Point{x=956, y=854}
Point{x=1041, y=732}
Point{x=4069, y=784}
Point{x=4100, y=430}
Point{x=2116, y=2481}
Point{x=2320, y=2103}
Point{x=2316, y=2180}
Point{x=814, y=980}
Point{x=4084, y=787}
Point{x=2778, y=2438}
Point{x=2486, y=2554}
Point{x=823, y=451}
Point{x=4320, y=755}
Point{x=4245, y=865}
Point{x=4305, y=819}
Point{x=2500, y=2090}
Point{x=3984, y=374}
Point{x=3866, y=979}
Point{x=515, y=731}
Point{x=826, y=601}
Point{x=1055, y=887}
Point{x=4002, y=1163}
Point{x=4143, y=1122}
Point{x=610, y=974}
Point{x=999, y=661}
Point{x=4029, y=485}
Point{x=4083, y=902}
Point{x=1090, y=737}
Point{x=2515, y=1965}
Point{x=2641, y=2281}
Point{x=2003, y=2385}
Point{x=2362, y=2938}
Point{x=4039, y=807}
Point{x=1996, y=2521}
Point{x=4158, y=1046}
Point{x=4027, y=512}
Point{x=2492, y=2486}
Point{x=4198, y=1077}
Point{x=3711, y=978}
Point{x=1025, y=701}
Point{x=4017, y=801}
Point{x=2257, y=2531}
Point{x=2883, y=2461}
Point{x=4422, y=833}
Point{x=2486, y=2678}
Point{x=4201, y=562}
Point{x=789, y=451}
Point{x=3781, y=704}
Point{x=770, y=1033}
Point{x=3833, y=738}
Point{x=3887, y=972}
Point{x=1107, y=816}
Point{x=4262, y=900}
Point{x=2600, y=2711}
Point{x=790, y=528}
Point{x=4257, y=906}
Point{x=3603, y=718}
Point{x=2429, y=2426}
Point{x=764, y=1036}
Point{x=2007, y=2492}
Point{x=4051, y=409}
Point{x=1932, y=2397}
Point{x=771, y=580}
Point{x=4092, y=927}
Point{x=2271, y=2622}
Point{x=2347, y=2765}
Point{x=2036, y=2433}
Point{x=3659, y=944}
Point{x=4278, y=837}
Point{x=3861, y=624}
Point{x=4100, y=870}
Point{x=1948, y=2377}
Point{x=502, y=809}
Point{x=3896, y=766}
Point{x=2604, y=2559}
Point{x=1868, y=2385}
Point{x=4264, y=818}
Point{x=2895, y=2324}
Point{x=2103, y=2538}
Point{x=616, y=621}
Point{x=2113, y=2699}
Point{x=2166, y=2196}
Point{x=2443, y=2409}
Point{x=3813, y=619}
Point{x=2321, y=2475}
Point{x=2004, y=2205}
Point{x=2148, y=2689}
Point{x=877, y=562}
Point{x=4031, y=1065}
Point{x=2051, y=2201}
Point{x=3899, y=1064}
Point{x=867, y=809}
Point{x=3738, y=871}
Point{x=4016, y=541}
Point{x=2644, y=2362}
Point{x=2265, y=2678}
Point{x=2395, y=2327}
Point{x=822, y=653}
Point{x=442, y=812}
Point{x=4166, y=681}
Point{x=3890, y=421}
Point{x=872, y=869}
Point{x=2896, y=2302}
Point{x=2576, y=2740}
Point{x=2614, y=2019}
Point{x=1032, y=728}
Point{x=4391, y=720}
Point{x=4255, y=633}
Point{x=2411, y=1848}
Point{x=4194, y=1082}
Point{x=796, y=618}
Point{x=859, y=643}
Point{x=4141, y=565}
Point{x=2277, y=2578}
Point{x=2283, y=2870}
Point{x=4265, y=906}
Point{x=862, y=849}
Point{x=4350, y=825}
Point{x=680, y=888}
Point{x=764, y=962}
Point{x=813, y=1017}
Point{x=2269, y=2166}
Point{x=3964, y=984}
Point{x=4232, y=796}
Point{x=2220, y=2434}
Point{x=3844, y=859}
Point{x=4316, y=716}
Point{x=2070, y=2262}
Point{x=4340, y=803}
Point{x=2736, y=2426}
Point{x=673, y=590}
Point{x=977, y=961}
Point{x=4393, y=905}
Point{x=2642, y=2046}
Point{x=598, y=988}
Point{x=4115, y=417}
Point{x=2759, y=2233}
Point{x=4013, y=1189}
Point{x=806, y=1037}
Point{x=2415, y=2101}
Point{x=446, y=774}
Point{x=4257, y=924}
Point{x=2543, y=2476}
Point{x=1995, y=2333}
Point{x=694, y=735}
Point{x=639, y=1017}
Point{x=2691, y=2376}
Point{x=921, y=998}
Point{x=2513, y=2725}
Point{x=2362, y=2472}
Point{x=4062, y=398}
Point{x=2676, y=2099}
Point{x=877, y=634}
Point{x=2713, y=2673}
Point{x=1901, y=2464}
Point{x=2177, y=2362}
Point{x=967, y=636}
Point{x=831, y=994}
Point{x=4317, y=691}
Point{x=1082, y=852}
Point{x=3674, y=877}
Point{x=792, y=763}
Point{x=3818, y=964}
Point{x=2286, y=2345}
Point{x=1029, y=868}
Point{x=2375, y=1863}
Point{x=3969, y=925}
Point{x=3976, y=476}
Point{x=1945, y=2325}
Point{x=2689, y=2566}
Point{x=981, y=711}
Point{x=2567, y=2736}
Point{x=3603, y=846}
Point{x=2430, y=1968}
Point{x=1098, y=798}
Point{x=4168, y=886}
Point{x=688, y=930}
Point{x=4079, y=1030}
Point{x=4016, y=1275}
Point{x=1025, y=632}
Point{x=4219, y=1077}
Point{x=2410, y=2787}
Point{x=3859, y=611}
Point{x=3682, y=897}
Point{x=2863, y=2353}
Point{x=2199, y=2027}
Point{x=2446, y=2242}
Point{x=2565, y=2138}
Point{x=789, y=675}
Point{x=915, y=948}
Point{x=950, y=1011}
Point{x=3687, y=838}
Point{x=3827, y=725}
Point{x=2477, y=2168}
Point{x=4437, y=810}
Point{x=852, y=656}
Point{x=4008, y=795}
Point{x=2731, y=2619}
Point{x=2426, y=2255}
Point{x=1143, y=763}
Point{x=690, y=840}
Point{x=3930, y=463}
Point{x=3883, y=598}
Point{x=799, y=421}
Point{x=988, y=868}
Point{x=1990, y=2573}
Point{x=2573, y=2475}
Point{x=3596, y=763}
Point{x=2410, y=2473}
Point{x=1052, y=751}
Point{x=2543, y=2371}
Point{x=4117, y=566}
Point{x=4087, y=760}
Point{x=3878, y=982}
Point{x=762, y=887}
Point{x=3824, y=1028}
Point{x=4293, y=718}
Point{x=3857, y=763}
Point{x=2147, y=2128}
Point{x=2307, y=2087}
Point{x=4093, y=465}
Point{x=4104, y=999}
Point{x=3770, y=837}
Point{x=965, y=863}
Point{x=2085, y=2235}
Point{x=966, y=841}
Point{x=3915, y=702}
Point{x=3996, y=656}
Point{x=1065, y=808}
Point{x=923, y=771}
Point{x=4277, y=875}
Point{x=4170, y=532}
Point{x=4018, y=560}
Point{x=3905, y=692}
Point{x=2209, y=2297}
Point{x=4131, y=713}
Point{x=2261, y=2397}
Point{x=3944, y=799}
Point{x=4065, y=884}
Point{x=2861, y=2440}
Point{x=4071, y=1210}
Point{x=3916, y=508}
Point{x=997, y=715}
Point{x=2623, y=2581}
Point{x=3829, y=719}
Point{x=4234, y=1045}
Point{x=2540, y=2213}
Point{x=2158, y=2560}
Point{x=779, y=1107}
Point{x=4151, y=468}
Point{x=2297, y=2737}
Point{x=2106, y=2390}
Point{x=2093, y=2328}
Point{x=2056, y=2292}
Point{x=2430, y=2628}
Point{x=2114, y=2396}
Point{x=3899, y=819}
Point{x=2519, y=2133}
Point{x=2220, y=2424}
Point{x=4022, y=376}
Point{x=914, y=579}
Point{x=2408, y=2634}
Point{x=2334, y=2280}
Point{x=708, y=498}
Point{x=4176, y=684}
Point{x=2644, y=2562}
Point{x=3860, y=960}
Point{x=2230, y=2600}
Point{x=811, y=485}
Point{x=4007, y=1259}
Point{x=2159, y=2137}
Point{x=4006, y=444}
Point{x=4122, y=627}
Point{x=531, y=770}
Point{x=3923, y=1089}
Point{x=4120, y=802}
Point{x=547, y=802}
Point{x=3783, y=909}
Point{x=2521, y=2534}
Point{x=914, y=1025}
Point{x=3974, y=1152}
Point{x=3912, y=1036}
Point{x=898, y=1060}
Point{x=3838, y=972}
Point{x=2381, y=2020}
Point{x=2434, y=2751}
Point{x=2356, y=2258}
Point{x=4112, y=902}
Point{x=2378, y=2851}
Point{x=1100, y=840}
Point{x=773, y=1082}
Point{x=2324, y=2146}
Point{x=3858, y=1120}
Point{x=531, y=695}
Point{x=2239, y=2764}
Point{x=2216, y=2289}
Point{x=459, y=768}
Point{x=3937, y=767}
Point{x=3995, y=431}
Point{x=2776, y=2503}
Point{x=2561, y=2304}
Point{x=987, y=809}
Point{x=1131, y=864}
Point{x=2489, y=2286}
Point{x=2097, y=2188}
Point{x=2624, y=2321}
Point{x=801, y=846}
Point{x=423, y=779}
Point{x=2629, y=2648}
Point{x=616, y=907}
Point{x=4205, y=654}
Point{x=2812, y=2545}
Point{x=2688, y=2241}
Point{x=4262, y=867}
Point{x=4169, y=760}
Point{x=3883, y=1127}
Point{x=4032, y=470}
Point{x=1142, y=752}
Point{x=3608, y=880}
Point{x=4215, y=787}
Point{x=4013, y=1074}
Point{x=2804, y=2263}
Point{x=2475, y=1998}
Point{x=4352, y=736}
Point{x=4148, y=590}
Point{x=899, y=558}
Point{x=955, y=884}
Point{x=1026, y=885}
Point{x=857, y=932}
Point{x=2545, y=2721}
Point{x=886, y=1099}
Point{x=2476, y=2516}
Point{x=3921, y=548}
Point{x=2378, y=2800}
Point{x=2652, y=2595}
Point{x=1874, y=2448}
Point{x=870, y=770}
Point{x=4140, y=935}
Point{x=2343, y=2837}
Point{x=2138, y=2301}
Point{x=2251, y=2810}
Point{x=2720, y=2466}
Point{x=1055, y=908}
Point{x=3869, y=836}
Point{x=2497, y=1913}
Point{x=3806, y=709}
Point{x=720, y=650}
Point{x=662, y=553}
Point{x=4011, y=702}
Point{x=2469, y=1994}
Point{x=859, y=614}
Point{x=2561, y=2449}
Point{x=4005, y=733}
Point{x=3888, y=1180}
Point{x=2183, y=2442}
Point{x=2501, y=2133}
Point{x=986, y=898}
Point{x=2346, y=2276}
Point{x=656, y=573}
Point{x=4049, y=609}
Point{x=1021, y=765}
Point{x=715, y=902}
Point{x=3779, y=778}
Point{x=4313, y=738}
Point{x=3593, y=867}
Point{x=3603, y=834}
Point{x=2717, y=2298}
Point{x=2502, y=2452}
Point{x=2559, y=2646}
Point{x=865, y=528}
Point{x=4393, y=879}
Point{x=2511, y=2238}
Point{x=902, y=725}
Point{x=4121, y=908}
Point{x=4071, y=573}
Point{x=819, y=528}
Point{x=2790, y=2249}
Point{x=908, y=961}
Point{x=2177, y=2597}
Point{x=2313, y=2419}
Point{x=4021, y=1243}
Point{x=2034, y=2424}
Point{x=955, y=851}
Point{x=4222, y=609}
Point{x=2515, y=2799}
Point{x=2620, y=2238}
Point{x=1006, y=879}
Point{x=4133, y=635}
Point{x=4107, y=1039}
Point{x=2751, y=2314}
Point{x=2839, y=2505}
Point{x=4055, y=921}
Point{x=705, y=1077}
Point{x=747, y=1088}
Point{x=3761, y=994}
Point{x=578, y=637}
Point{x=3908, y=836}
Point{x=4110, y=412}
Point{x=2504, y=2842}
Point{x=2054, y=2151}
Point{x=4305, y=658}
Point{x=3805, y=799}
Point{x=2132, y=2601}
Point{x=2124, y=2411}
Point{x=2015, y=2423}
Point{x=945, y=911}
Point{x=3699, y=614}
Point{x=2503, y=2336}
Point{x=2726, y=2240}
Point{x=4168, y=869}
Point{x=4187, y=644}
Point{x=2385, y=2208}
Point{x=715, y=503}
Point{x=807, y=1114}
Point{x=4231, y=762}
Point{x=4003, y=793}
Point{x=1102, y=809}
Point{x=4008, y=602}
Point{x=607, y=842}
Point{x=3980, y=1090}
Point{x=4068, y=746}
Point{x=1986, y=2387}
Point{x=1853, y=2382}
Point{x=2421, y=2546}
Point{x=4371, y=697}
Point{x=2675, y=2488}
Point{x=2171, y=2041}
Point{x=734, y=800}
Point{x=3791, y=1028}
Point{x=570, y=806}
Point{x=751, y=897}
Point{x=2266, y=2798}
Point{x=1886, y=2366}
Point{x=2460, y=2689}
Point{x=2138, y=2556}
Point{x=1031, y=884}
Point{x=2719, y=2213}
Point{x=4319, y=941}
Point{x=982, y=738}
Point{x=784, y=698}
Point{x=803, y=703}
Point{x=3659, y=734}
Point{x=2196, y=2342}
Point{x=2555, y=2193}
Point{x=3884, y=631}
Point{x=2513, y=2793}
Point{x=2597, y=2106}
Point{x=4209, y=827}
Point{x=3911, y=848}
Point{x=830, y=538}
Point{x=4134, y=1018}
Point{x=4181, y=1081}
Point{x=3644, y=715}
Point{x=3831, y=993}
Point{x=863, y=550}
Point{x=2332, y=2406}
Point{x=4189, y=945}
Point{x=2736, y=2526}
Point{x=1133, y=836}
Point{x=3615, y=879}
Point{x=4230, y=936}
Point{x=4125, y=597}
Point{x=659, y=914}
Point{x=3799, y=981}
Point{x=805, y=1108}
Point{x=2485, y=2680}
Point{x=4118, y=451}
Point{x=2088, y=2377}
Point{x=1861, y=2420}
Point{x=4120, y=688}
Point{x=4029, y=500}
Point{x=3913, y=888}
Point{x=2228, y=2237}
Point{x=718, y=990}
Point{x=942, y=634}
Point{x=4038, y=387}
Point{x=2257, y=2143}
Point{x=731, y=536}
Point{x=2114, y=2686}
Point{x=2401, y=2027}
Point{x=2288, y=2503}
Point{x=3911, y=535}
Point{x=4272, y=623}
Point{x=678, y=672}
Point{x=2056, y=2392}
Point{x=1971, y=2403}
Point{x=2723, y=2638}
Point{x=1027, y=952}
Point{x=2163, y=2273}
Point{x=2471, y=2733}
Point{x=3880, y=978}
Point{x=751, y=796}
Point{x=2302, y=2479}
Point{x=4070, y=1170}
Point{x=2731, y=2570}
Point{x=506, y=881}
Point{x=2587, y=2598}
Point{x=4186, y=613}
Point{x=2328, y=2313}
Point{x=4129, y=1024}
Point{x=2522, y=2119}
Point{x=715, y=563}
Point{x=882, y=768}
Point{x=2588, y=2250}
Point{x=1974, y=2473}
Point{x=4134, y=938}
Point{x=2087, y=2509}
Point{x=2139, y=2729}
Point{x=2285, y=2641}
Point{x=2388, y=2915}
Point{x=808, y=566}
Point{x=4042, y=516}
Point{x=4204, y=747}
Point{x=2235, y=2768}
Point{x=3844, y=1102}
Point{x=633, y=894}
Point{x=4308, y=700}
Point{x=2575, y=2421}
Point{x=597, y=631}
Point{x=479, y=839}
Point{x=3852, y=910}
Point{x=4366, y=840}
Point{x=4090, y=465}
Point{x=2362, y=1856}
Point{x=2537, y=2022}
Point{x=3625, y=720}
Point{x=2442, y=2123}
Point{x=4064, y=741}
Point{x=738, y=1076}
Point{x=3981, y=1194}
Point{x=4421, y=760}
Point{x=950, y=935}
Point{x=2869, y=2511}
Point{x=2507, y=1940}
Point{x=4122, y=1018}
Point{x=619, y=717}
Point{x=2526, y=2016}
Point{x=2455, y=2258}
Point{x=901, y=715}
Point{x=4398, y=886}
Point{x=2509, y=2282}
Point{x=1023, y=941}
Point{x=810, y=755}
